"","iso","genre","tmstamp","n","dir"
"149","US","filk","2020-01-15 09:08:32",34,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""filk""&fmt=json"
"150","US","flamenco","2020-01-15 09:08:33",5,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""flamenco""&fmt=json"
"151","US","folk","2020-01-15 09:08:33",1058,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""folk""&fmt=json"
"152","US","folk metal","2020-01-15 09:08:33",10,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""folk metal""&fmt=json"
"153","US","folk pop","2020-01-15 09:08:33",51,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""folk pop""&fmt=json"
"154","US","folk punk","2020-01-15 09:08:44",18,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""folk punk""&fmt=json"
"155","US","folk rock","2020-01-15 09:08:44",196,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""folk rock""&fmt=json"
"156","US","freak folk","2020-01-15 09:08:45",10,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""freak folk""&fmt=json"
"157","US","free improvisation","2020-01-15 09:08:45",56,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""free improvisation""&fmt=json"
"158","US","free jazz","2020-01-15 09:08:45",55,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""free jazz""&fmt=json"
"159","US","funk","2020-01-15 09:08:45",376,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""funk""&fmt=json"
"160","US","funk carioca","2020-01-15 09:08:46",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""funk carioca""&fmt=json"
"161","US","funk metal","2020-01-15 09:08:46",19,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""funk metal""&fmt=json"
"162","US","funk rock","2020-01-15 09:08:46",40,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""funk rock""&fmt=json"
"163","US","funk soul","2020-01-15 09:08:57",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""funk soul""&fmt=json"
"164","US","funky house","2020-01-15 09:08:57",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""funky house""&fmt=json"
"165","US","fusion","2020-01-15 09:08:57",145,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""fusion""&fmt=json"
"166","US","future jazz","2020-01-15 09:08:57",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""future jazz""&fmt=json"
"167","US","futurepop","2020-01-15 09:08:57",4,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""futurepop""&fmt=json"
"168","US","g-funk","2020-01-15 09:08:57",11,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""g-funk""&fmt=json"
"169","US","gabber","2020-01-15 09:08:58",5,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""gabber""&fmt=json"
"170","US","gangsta rap","2020-01-15 09:08:58",38,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""gangsta rap""&fmt=json"
"171","US","garage","2020-01-15 09:08:58",871,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""garage""&fmt=json"
"172","US","garage house","2020-01-15 09:09:09",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""garage house""&fmt=json"
"173","US","garage punk","2020-01-15 09:09:09",37,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""garage punk""&fmt=json"
"174","US","garage rock","2020-01-15 09:09:09",829,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""garage rock""&fmt=json"
"175","US","glam","2020-01-15 09:09:09",92,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""glam""&fmt=json"
"176","US","glam metal","2020-01-15 09:09:10",58,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""glam metal""&fmt=json"
"177","US","glam rock","2020-01-15 09:09:10",26,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""glam rock""&fmt=json"
"178","US","glitch","2020-01-15 09:09:10",41,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""glitch""&fmt=json"
"179","US","goa trance","2020-01-15 09:09:11",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""goa trance""&fmt=json"
"180","US","goregrind","2020-01-15 09:09:11",7,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""goregrind""&fmt=json"
"181","US","gospel","2020-01-15 09:09:21",131,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""gospel""&fmt=json"
"182","US","gothic","2020-01-15 09:09:22",65,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""gothic""&fmt=json"
"183","US","gothic metal","2020-01-15 09:09:22",13,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""gothic metal""&fmt=json"
"184","US","gothic rock","2020-01-15 09:09:22",44,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""gothic rock""&fmt=json"
"185","US","grebo","2020-01-15 09:09:23",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""grebo""&fmt=json"
"186","US","grime","2020-01-15 09:09:23",4,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""grime""&fmt=json"
"187","US","grindcore","2020-01-15 09:09:23",34,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""grindcore""&fmt=json"
"188","US","groove metal","2020-01-15 09:09:23",21,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""groove metal""&fmt=json"
"189","US","grunge","2020-01-15 09:09:23",101,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""grunge""&fmt=json"
"190","US","guaracha","2020-01-15 09:09:34",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""guaracha""&fmt=json"
"191","US","happy hardcore","2020-01-15 09:09:34",3,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""happy hardcore""&fmt=json"
"192","US","hard bop","2020-01-15 09:09:34",276,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""hard bop""&fmt=json"
"193","US","hard house","2020-01-15 09:09:34",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""hard house""&fmt=json"
"194","US","hard rock","2020-01-15 09:09:34",467,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""hard rock""&fmt=json"
"195","US","hard trance","2020-01-15 09:09:35",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""hard trance""&fmt=json"
"196","US","hardcore punk","2020-01-15 09:09:35",127,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""hardcore punk""&fmt=json"
"197","US","hardcore techno","2020-01-15 09:09:35",3,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""hardcore techno""&fmt=json"
"198","US","hardstyle","2020-01-15 09:09:35",3,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""hardstyle""&fmt=json"
"199","US","heavy metal","2020-01-15 09:09:45",274,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""heavy metal""&fmt=json"
"200","US","hip hop","2020-01-15 09:09:46",1829,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""hip hop""&fmt=json"
"201","US","honky tonk","2020-01-15 09:09:46",9,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""honky tonk""&fmt=json"
"202","US","horror punk","2020-01-15 09:09:46",128,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""horror punk""&fmt=json"
"203","US","horrorcore","2020-01-15 09:09:46",18,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""horrorcore""&fmt=json"
"204","US","house","2020-01-15 09:09:47",136,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""house""&fmt=json"
"205","US","idm","2020-01-15 09:09:47",43,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""idm""&fmt=json"
"206","US","illbient","2020-01-15 09:09:47",3,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""illbient""&fmt=json"
"207","US","indie","2020-01-15 09:09:47",967,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""indie""&fmt=json"
"208","US","indie folk","2020-01-15 09:09:58",51,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""indie folk""&fmt=json"
"209","US","indie pop","2020-01-15 09:09:58",139,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""indie pop""&fmt=json"
"210","US","indie rock","2020-01-15 09:09:58",408,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""indie rock""&fmt=json"
"211","US","indietronica","2020-01-15 09:09:59",16,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""indietronica""&fmt=json"
"212","US","indorock","2020-01-15 09:09:59",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""indorock""&fmt=json"
"213","US","industrial","2020-01-15 09:09:59",179,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""industrial""&fmt=json"
"214","US","industrial metal","2020-01-15 09:10:00",33,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""industrial metal""&fmt=json"
"215","US","industrial rock","2020-01-15 09:10:00",52,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""industrial rock""&fmt=json"
"216","US","instrumental","2020-01-15 09:10:00",110,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""instrumental""&fmt=json"
"217","US","instrumental jazz","2020-01-15 09:10:11",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""instrumental jazz""&fmt=json"
"218","US","instrumental rock","2020-01-15 09:10:11",30,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""instrumental rock""&fmt=json"
"219","US","irish folk","2020-01-15 09:10:11",2,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""irish folk""&fmt=json"
"220","US","italo-disco","2020-01-15 09:10:12",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""italo-disco""&fmt=json"
"221","US","j-pop","2020-01-15 09:10:12",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""j-pop""&fmt=json"
"222","US","j-rock","2020-01-15 09:10:12",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""j-rock""&fmt=json"
"223","US","jazz","2020-01-15 09:10:12",5479,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""jazz""&fmt=json"
"224","US","jazz blues","2020-01-15 09:10:12",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""jazz blues""&fmt=json"
"225","US","jazz fusion","2020-01-15 09:10:12",107,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""jazz fusion""&fmt=json"
"226","US","jazz rap","2020-01-15 09:10:23",5,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""jazz rap""&fmt=json"
"227","US","jazz rock","2020-01-15 09:10:23",55,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""jazz rock""&fmt=json"
"228","US","jazz-funk","2020-01-15 09:10:23",64,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""jazz-funk""&fmt=json"
"229","US","jungle","2020-01-15 09:10:24",6,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""jungle""&fmt=json"
"230","US","k-pop","2020-01-15 09:10:24",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""k-pop""&fmt=json"
"231","US","kayokyoku","2020-01-15 09:10:24",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""kayokyoku""&fmt=json"
"232","US","kizomba","2020-01-15 09:10:24",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""kizomba""&fmt=json"
"233","US","klezmer","2020-01-15 09:10:24",3,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""klezmer""&fmt=json"
"234","US","krautrock","2020-01-15 09:10:24",11,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""krautrock""&fmt=json"
"235","US","latin","2020-01-15 09:10:35",156,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""latin""&fmt=json"
"236","US","latin jazz","2020-01-15 09:10:35",16,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""latin jazz""&fmt=json"
"237","US","latin pop","2020-01-15 09:10:35",31,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""latin pop""&fmt=json"
"238","US","latin rock","2020-01-15 09:10:36",6,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""latin rock""&fmt=json"
"239","US","leftfield","2020-01-15 09:10:36",3,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""leftfield""&fmt=json"
"240","US","line dance","2020-01-15 09:10:36",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""line dance""&fmt=json"
"241","US","lo-fi","2020-01-15 09:10:36",50,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""lo-fi""&fmt=json"
"242","US","lounge","2020-01-15 09:10:36",12,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""lounge""&fmt=json"
"243","US","lovers rock","2020-01-15 09:10:37",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""lovers rock""&fmt=json"
"244","US","madchester","2020-01-15 09:10:47",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""madchester""&fmt=json"
"245","US","mainstream rock","2020-01-15 09:10:47",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""mainstream rock""&fmt=json"
"246","US","mambo","2020-01-15 09:10:47",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""mambo""&fmt=json"
"247","US","mandopop","2020-01-15 09:10:47",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""mandopop""&fmt=json"
"248","US","martial industrial","2020-01-15 09:10:47",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""martial industrial""&fmt=json"
"249","US","math rock","2020-01-15 09:10:47",35,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""math rock""&fmt=json"
"250","US","mathcore","2020-01-15 09:10:48",7,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""mathcore""&fmt=json"
"251","US","medieval","2020-01-15 09:10:48",6,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""medieval""&fmt=json"
"252","US","melodic black metal","2020-01-15 09:10:48",2,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""melodic black metal""&fmt=json"
"253","US","melodic death metal","2020-01-15 09:10:58",21,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""melodic death metal""&fmt=json"
"254","US","melodic metalcore","2020-01-15 09:10:58",7,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""melodic metalcore""&fmt=json"
"255","US","melodic rock","2020-01-15 09:10:59",6,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""melodic rock""&fmt=json"
"256","US","melodic trance","2020-01-15 09:10:59",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""melodic trance""&fmt=json"
"257","US","mento","2020-01-15 09:10:59",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""mento""&fmt=json"
"258","US","merengue","2020-01-15 09:10:59",7,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""merengue""&fmt=json"
"259","US","metal","2020-01-15 09:10:59",1158,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""metal""&fmt=json"
"260","US","metalcore","2020-01-15 09:11:00",87,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""metalcore""&fmt=json"
"261","US","microhouse","2020-01-15 09:11:00",2,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""microhouse""&fmt=json"
"262","US","milonga","2020-01-15 09:11:10",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""milonga""&fmt=json"
"263","US","min'yo","2020-01-15 09:11:10",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""min'yo""&fmt=json"
"264","US","mincecore","2020-01-15 09:11:10",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""mincecore""&fmt=json"
"265","US","minimal","2020-01-15 09:11:10",54,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""minimal""&fmt=json"
"266","US","modern blues","2020-01-15 09:11:11",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""modern blues""&fmt=json"
"267","US","modern classical","2020-01-15 09:11:11",39,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""modern classical""&fmt=json"
"268","US","modern country","2020-01-15 09:11:11",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""modern country""&fmt=json"
"269","US","motown","2020-01-15 09:11:11",5,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""motown""&fmt=json"
"270","US","mpb","2020-01-15 09:11:11",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""mpb""&fmt=json"
"271","US","musical","2020-01-15 09:11:22",37,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""musical""&fmt=json"
"272","US","neo soul","2020-01-15 09:11:22",29,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""neo soul""&fmt=json"
"273","US","neo-progressive rock","2020-01-15 09:11:22",7,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""neo-progressive rock""&fmt=json"
"274","US","neo-rockabilly","2020-01-15 09:11:22",2,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""neo-rockabilly""&fmt=json"
"275","US","neofolk","2020-01-15 09:11:23",14,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""neofolk""&fmt=json"
"276","US","nerdcore","2020-01-15 09:11:23",4,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""nerdcore""&fmt=json"
"277","US","new age","2020-01-15 09:11:23",36,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""new age""&fmt=json"
"278","US","new jack swing","2020-01-15 09:11:23",21,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""new jack swing""&fmt=json"
"279","US","new romantic","2020-01-15 09:11:23",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""new romantic""&fmt=json"
"280","US","new wave","2020-01-15 09:11:34",93,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""new wave""&fmt=json"
"281","US","no wave","2020-01-15 09:11:34",17,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""no wave""&fmt=json"
"282","US","noise","2020-01-15 09:11:34",345,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""noise""&fmt=json"
"283","US","noise pop","2020-01-15 09:11:35",26,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""noise pop""&fmt=json"
"284","US","noisecore","2020-01-15 09:11:35",7,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""noisecore""&fmt=json"
"285","US","non-music","2020-01-15 09:11:35",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""non-music""&fmt=json"
"286","US","norteño","2020-01-15 09:11:35",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""norteño""&fmt=json"
"287","US","northern soul","2020-01-15 09:11:35",6,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""northern soul""&fmt=json"
"288","US","nu jazz","2020-01-15 09:11:36",6,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""nu jazz""&fmt=json"
"289","US","nu metal","2020-01-15 09:11:46",52,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""nu metal""&fmt=json"
"290","US","occult rock","2020-01-15 09:11:46",5,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""occult rock""&fmt=json"
"291","US","oi","2020-01-15 09:11:46",11,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""oi""&fmt=json"
"292","US","old school death metal","2020-01-15 09:11:46",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""old school death metal""&fmt=json"
"293","US","old-time","2020-01-15 09:11:47",5,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""old-time""&fmt=json"
"294","US","opera","2020-01-15 09:11:47",36,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""opera""&fmt=json"
"295","US","orchestral","2020-01-15 09:11:47",14,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""orchestral""&fmt=json"
"296","US","outlaw country","2020-01-15 09:11:47",18,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""outlaw country""&fmt=json"
"297","US","p-funk","2020-01-15 09:11:48",7,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""p-funk""&fmt=json"
"298","US","pachanga","2020-01-15 09:11:58",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""pachanga""&fmt=json"
"299","US","pop","2020-01-15 09:11:58",2036,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""pop""&fmt=json"
"300","US","pop metal","2020-01-15 09:11:59",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""pop metal""&fmt=json"
"301","US","pop punk","2020-01-15 09:11:59",99,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""pop punk""&fmt=json"
"302","US","pop rap","2020-01-15 09:11:59",97,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""pop rap""&fmt=json"
"303","US","pop rock","2020-01-15 09:12:00",424,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""pop rock""&fmt=json"
"304","US","pop soul","2020-01-15 09:12:00",103,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""pop soul""&fmt=json"
"305","US","pornogrind","2020-01-15 09:12:01",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""pornogrind""&fmt=json"
"306","US","post-bop","2020-01-15 09:12:01",45,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""post-bop""&fmt=json"
"307","US","post-classical","2020-01-15 09:12:11",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""post-classical""&fmt=json"
"308","US","post-grunge","2020-01-15 09:12:11",52,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""post-grunge""&fmt=json"
"309","US","post-hardcore","2020-01-15 09:12:12",160,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""post-hardcore""&fmt=json"
"310","US","post-metal","2020-01-15 09:12:12",26,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""post-metal""&fmt=json"
"311","US","post-punk","2020-01-15 09:12:12",132,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""post-punk""&fmt=json"
"312","US","post-rock","2020-01-15 09:12:13",91,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""post-rock""&fmt=json"
"313","US","power electronics","2020-01-15 09:12:13",11,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""power electronics""&fmt=json"
"314","US","power metal","2020-01-15 09:12:13",51,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""power metal""&fmt=json"
"315","US","power pop","2020-01-15 09:12:13",110,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""power pop""&fmt=json"
"316","US","powerviolence","2020-01-15 09:12:24",11,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""powerviolence""&fmt=json"
"317","US","production music","2020-01-15 09:12:24",277,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""production music""&fmt=json"
"318","US","progressive","2020-01-15 09:12:24",346,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""progressive""&fmt=json"
"319","US","progressive folk","2020-01-15 09:12:25",9,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""progressive folk""&fmt=json"
"320","US","progressive house","2020-01-15 09:12:25",19,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""progressive house""&fmt=json"
"321","US","progressive metal","2020-01-15 09:12:25",95,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""progressive metal""&fmt=json"
"322","US","progressive rock","2020-01-15 09:12:26",200,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""progressive rock""&fmt=json"
"323","US","progressive trance","2020-01-15 09:12:26",3,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""progressive trance""&fmt=json"
"324","US","psy-trance","2020-01-15 09:12:26",4,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""psy-trance""&fmt=json"
"325","US","psychedelic","2020-01-15 09:12:36",706,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""psychedelic""&fmt=json"
"326","US","psychedelic folk","2020-01-15 09:12:37",51,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""psychedelic folk""&fmt=json"
"327","US","psychedelic pop","2020-01-15 09:12:37",127,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""psychedelic pop""&fmt=json"
"328","US","psychedelic rock","2020-01-15 09:12:37",521,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""psychedelic rock""&fmt=json"
"329","US","psychobilly","2020-01-15 09:12:38",19,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""psychobilly""&fmt=json"
"330","US","psytrance","2020-01-15 09:12:38",5,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""psytrance""&fmt=json"
"331","US","punk","2020-01-15 09:12:38",2270,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""punk""&fmt=json"
"332","US","punk rock","2020-01-15 09:12:39",176,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""punk rock""&fmt=json"
"333","US","queercore","2020-01-15 09:12:39",7,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""queercore""&fmt=json"
"334","US","r&b","2020-01-15 09:12:49",326,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""r%26b""&fmt=json"
"335","US","ragga","2020-01-15 09:12:50",5,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""ragga""&fmt=json"
"336","US","ragga hip-hop","2020-01-15 09:12:50",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""ragga hip-hop""&fmt=json"
"337","US","ragga jungle","2020-01-15 09:12:50",1,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""ragga jungle""&fmt=json"
"338","US","ragtime","2020-01-15 09:12:50",8,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""ragtime""&fmt=json"
"339","US","raï","2020-01-15 09:12:51",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""raï""&fmt=json"
"340","US","ranchera","2020-01-15 09:12:51",2,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""ranchera""&fmt=json"
"341","US","rap rock","2020-01-15 09:12:51",28,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""rap rock""&fmt=json"
"342","US","rapcore","2020-01-15 09:12:51",20,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""rapcore""&fmt=json"
"343","US","rave","2020-01-15 09:13:01",2,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""rave""&fmt=json"
"344","US","reggae","2020-01-15 09:13:02",133,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""reggae""&fmt=json"
"345","US","reggaeton","2020-01-15 09:13:02",24,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""reggaeton""&fmt=json"
"346","US","rhythmic noise","2020-01-15 09:13:02",0,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""rhythmic noise""&fmt=json"
"347","US","rock","2020-01-15 09:13:02",5513,"http://musicbrainz.org/ws/2/artist/?query=country:US AND tag:""rock""&fmt=json"
